id_cliente,idade,sexo,item_comprado,categoria,valor_compra(usd),localização,tamanho_item,cor_item,temporada_compra,classificação_cliente_compra,assinatura_cliente,método_pagamento,tipo_envio_cliente,desconto_compra,código_promocional,transações_concluidas_cliente,preferência_método_pagamento,frequência_compras_cliente
1821,19,Masculino,Camisa,Roupas,94,Washington,XL,Ouro,Outono,5.0,Não,PayPal,Expresso,Não,Não,31,PayPal,Por mês
1822,57,Masculino,Shorts,Roupas,53,Maine,M,Azul-petrolio,Primavera,2.8,Não,Cartão de Crédito,Expresso,Não,Não,29,PayPal,Trimestral
1823,66,Masculino,Camisa,Roupas,85,Connecticut,S,Ciano,Verão,4.4,Não,Dinheiro,Padrão,Não,Não,4,Dinheiro,Anualmente
1824,62,Masculino,Meias,Roupas,50,Louisiana,L,Rosa,Outono,4.7,Não,Dinheiro,Frete grátis,Não,Não,40,Transferência Bancária,Bimensalmente
1825,58,Masculino,Calça,Roupas,47,Illinois,XL,Magenta,Inverno,3.8,Não,Cartão de Crédito,Expresso,Não,Não,31,Dinheiro,Por mês
1826,23,Masculino,Botas,Calçados,75,South Dakota,M,Rosa,Inverno,4.9,Não,Transferência Bancária,Entrega aérea no dia seguinte,Não,Não,41,Cartão de Crédito,Semanalmente
1827,45,Masculino,Camiseta,Roupas,60,Indiana,M,Turquesa,Inverno,4.2,Não,PayPal,Expresso,Não,Não,44,Cartão de Débito,Anualmente
1828,20,Masculino,Camiseta,Roupas,36,Vermont,S,Rosa,Primavera,4.9,Não,Dinheiro,Envio em 2 dias,Não,Não,31,Transferência Bancária,Semanalmente
1829,33,Masculino,Casaco,Agasalhos,80,New Hampshire,L,Cinza,Primavera,3.9,Não,Cartão de Débito,Expresso,Não,Não,45,Dinheiro,A cada 3 meses
1830,30,Masculino,Chapéu,Acessórios,96,Oregon,M,Branco,Primavera,4.9,Não,Venmo,Envio em 2 dias,Não,Não,50,Cartão de Crédito,Trimestral
1831,50,Masculino,Oculos de sol,Acessórios,80,Kansas,M,Azul,Inverno,4.8,Não,Cartão de Crédito,Expresso,Não,Não,7,Venmo,Anualmente
1832,62,Masculino,Blusa,Roupas,71,Maine,M,Ciano,Verão,3.3,Não,Transferência Bancária,Frete grátis,Não,Não,5,Transferência Bancária,A cada 3 meses
1833,69,Masculino,Joia,Acessórios,29,Louisiana,M,Azul,Outono,4.6,Não,Cartão de Débito,Frete grátis,Não,Não,48,Dinheiro,Por mês
1834,34,Masculino,Joia,Acessórios,53,Louisiana,M,Amarelo,Primavera,4.5,Não,Transferência Bancária,Envio em 2 dias,Não,Não,19,PayPal,Quinzenal
1835,49,Masculino,Saia,Roupas,35,Indiana,M,Carvão,Verão,4.1,Não,Venmo,Envio em 2 dias,Não,Não,39,Venmo,Quinzenal
1836,65,Masculino,Lenço,Acessórios,75,Kentucky,M,Lavanda,Outono,3.2,Não,Dinheiro,Envio em 2 dias,Não,Não,45,Cartão de Crédito,Trimestral
1837,66,Masculino,Calça,Roupas,52,South Carolina,M,Azul-petrolio,Outono,4.2,Não,Dinheiro,Envio em 2 dias,Não,Não,35,Cartão de Crédito,Por mês
1838,41,Masculino,Chapéu,Acessórios,77,Montana,M,Bege,Inverno,4.8,Não,PayPal,Frete grátis,Não,Não,8,Venmo,Por mês
1839,37,Masculino,Luvas,Acessórios,24,Vermont,L,Azul,Outono,4.1,Não,Cartão de Crédito,Entrega aérea no dia seguinte,Não,Não,11,Cartão de Crédito,Trimestral
1840,32,Masculino,Camisa,Roupas,78,Mississippi,XL,Roxo,Inverno,3.7,Não,Venmo,Retirada na loja,Não,Não,32,Dinheiro,Anualmente
1841,42,Masculino,Sandálias,Calçados,98,Wyoming,M,Ouro,Inverno,2.6,Não,Dinheiro,Retirada na loja,Não,Não,46,Transferência Bancária,A cada 3 meses
1842,31,Masculino,Meias,Roupas,57,Vermont,L,Azul,Inverno,3.0,Não,Cartão de Débito,Padrão,Não,Não,7,PayPal,A cada 3 meses
1843,61,Masculino,Bolsa,Acessórios,78,Alabama,M,Preto,Verão,4.4,Não,Transferência Bancária,Expresso,Não,Não,1,Cartão de Débito,Anualmente
1844,36,Masculino,Jaqueta,Agasalhos,76,Kentucky,M,Carvão,Outono,4.7,Não,Transferência Bancária,Entrega aérea no dia seguinte,Não,Não,32,Cartão de Crédito,Por mês
1845,60,Masculino,Shorts,Roupas,26,South Dakota,M,Roxo,Primavera,2.7,Não,Venmo,Envio em 2 dias,Não,Não,31,Cartão de Crédito,Anualmente
1846,51,Masculino,Sandálias,Calçados,78,Delaware,M,Laranja,Inverno,2.8,Não,Cartão de Débito,Envio em 2 dias,Não,Não,39,Transferência Bancária,Trimestral
1847,68,Masculino,Lenço,Acessórios,53,Wisconsin,M,Amarelo,Verão,2.9,Não,Cartão de Débito,Padrão,Não,Não,9,Venmo,Trimestral
1848,46,Masculino,Sandálias,Calçados,100,Arizona,XL,Ciano,Verão,4.4,Não,Cartão de Débito,Frete grátis,Não,Não,49,Cartão de Crédito,Semanalmente
1849,19,Masculino,Jeans,Roupas,73,Maine,XL,Amarelo,Inverno,2.7,Não,Cartão de Crédito,Expresso,Não,Não,34,Dinheiro,A cada 3 meses
1850,30,Masculino,Saia,Roupas,40,New Mexico,M,Marrom,Inverno,4.5,Não,Cartão de Crédito,Retirada na loja,Não,Não,35,Transferência Bancária,Por mês
1851,51,Masculino,Luvas,Acessórios,76,Wyoming,S,Preto,Inverno,2.8,Não,Cartão de Crédito,Retirada na loja,Não,Não,50,Cartão de Débito,Semanalmente
1852,28,Masculino,Saia,Roupas,80,Delaware,S,Lavanda,Outono,3.1,Não,Venmo,Frete grátis,Não,Não,4,Transferência Bancária,Quinzenal
1853,41,Masculino,Suéter,Roupas,80,Pennsylvania,XL,Violeta,Inverno,3.8,Não,Dinheiro,Retirada na loja,Não,Não,32,Dinheiro,Semanalmente
1854,29,Masculino,Blusa,Roupas,67,North Dakota,XL,Oliva,Primavera,2.9,Não,Transferência Bancária,Expresso,Não,Não,11,PayPal,Quinzenal
1855,25,Masculino,Suéter,Roupas,61,Kentucky,M,Azul-petrolio,Primavera,3.8,Não,Cartão de Crédito,Expresso,Não,Não,49,Cartão de Crédito,Anualmente
1856,60,Masculino,Camisa,Roupas,76,Rhode Island,XL,Azul-petrolio,Primavera,4.7,Não,Transferência Bancária,Padrão,Não,Não,9,Dinheiro,Anualmente
1857,63,Masculino,Joia,Acessórios,55,Arizona,XL,Bege,Verão,3.2,Não,Venmo,Frete grátis,Não,Não,30,PayPal,Bimensalmente
1858,51,Masculino,Camiseta,Roupas,85,Colorado,L,Marrom,Verão,4.0,Não,Dinheiro,Entrega aérea no dia seguinte,Não,Não,33,Dinheiro,Por mês
1859,22,Masculino,Lenço,Acessórios,69,Maine,S,Pêssego,Primavera,4.9,Não,Venmo,Envio em 2 dias,Não,Não,8,Cartão de Débito,Anualmente
1860,54,Masculino,Cinto,Acessórios,26,New Jersey,L,Bege,Verão,3.7,Não,Cartão de Crédito,Retirada na loja,Não,Não,29,Cartão de Débito,Quinzenal
1861,18,Masculino,Camiseta,Roupas,64,Kansas,M,Prata,Verão,4.8,Não,Cartão de Crédito,Entrega aérea no dia seguinte,Não,Não,4,Cartão de Crédito,Por mês
1862,29,Masculino,Tênis,Calçados,60,South Dakota,S,Pêssego,Outono,3.6,Não,Transferência Bancária,Padrão,Não,Não,19,Cartão de Débito,Por mês
1863,59,Masculino,Luvas,Acessórios,36,New Hampshire,M,Turquesa,Inverno,4.6,Não,Cartão de Débito,Expresso,Não,Não,10,PayPal,Quinzenal
1864,25,Masculino,Sandálias,Calçados,21,Connecticut,L,Laranja,Primavera,4.3,Não,Venmo,Envio em 2 dias,Não,Não,39,Cartão de Débito,Por mês
1865,19,Masculino,Mochila,Acessórios,72,Wyoming,S,Ciano,Outono,3.2,Não,Transferência Bancária,Envio em 2 dias,Não,Não,21,Venmo,Trimestral
1866,56,Masculino,Calça,Roupas,62,Missouri,S,Prata,Verão,3.8,Não,Venmo,Retirada na loja,Não,Não,12,Transferência Bancária,Por mês
1867,31,Masculino,Camiseta,Roupas,44,Alaska,XL,Ouro,Inverno,4.2,Não,Cartão de Débito,Padrão,Não,Não,9,Cartão de Crédito,Quinzenal
1868,45,Masculino,Saia,Roupas,52,Delaware,M,Marrom,Outono,3.4,Não,Cartão de Débito,Envio em 2 dias,Não,Não,20,Venmo,Trimestral
1869,23,Masculino,Luvas,Acessórios,58,Indiana,M,Prata,Primavera,4.7,Não,Transferência Bancária,Entrega aérea no dia seguinte,Não,Não,44,Dinheiro,Quinzenal
1870,18,Masculino,Blusa,Roupas,77,West Virginia,S,Bege,Primavera,3.9,Não,PayPal,Envio em 2 dias,Não,Não,16,Cartão de Débito,A cada 3 meses
1871,43,Masculino,Blusa,Roupas,99,Wyoming,L,Violeta,Primavera,4.3,Não,Cartão de Débito,Retirada na loja,Não,Não,27,Cartão de Débito,Quinzenal
1872,56,Masculino,Jeans,Roupas,96,Illinois,XL,Violeta,Outono,2.7,Não,Transferência Bancária,Padrão,Não,Não,14,Dinheiro,A cada 3 meses
1873,43,Masculino,Camiseta,Roupas,64,Alaska,M,Lavanda,Verão,4.6,Não,Cartão de Crédito,Padrão,Não,Não,24,Cartão de Crédito,Por mês
1874,64,Masculino,Suéter,Roupas,44,Wisconsin,XL,Vermelho,Outono,2.9,Não,Cartão de Crédito,Expresso,Não,Não,49,Transferência Bancária,Semanalmente
1875,67,Masculino,Calça,Roupas,33,Indiana,L,Roxo,Outono,3.6,Não,Dinheiro,Frete grátis,Não,Não,14,Dinheiro,Semanalmente
1876,63,Masculino,Botas,Calçados,71,Tennessee,M,Marrom,Inverno,3.9,Não,Cartão de Débito,Entrega aérea no dia seguinte,Não,Não,6,Cartão de Crédito,Trimestral
1877,54,Masculino,Saia,Roupas,36,Illinois,M,Cinza,Outono,2.6,Não,Cartão de Crédito,Padrão,Não,Não,20,Venmo,Trimestral
1878,69,Masculino,Luvas,Acessórios,62,Pennsylvania,L,Rosa,Outono,3.6,Não,Dinheiro,Expresso,Não,Não,3,Cartão de Crédito,Anualmente
1879,34,Masculino,Meias,Roupas,29,Oklahoma,L,Magenta,Verão,3.4,Não,Cartão de Crédito,Retirada na loja,Não,Não,5,Cartão de Crédito,Por mês
1880,56,Masculino,Camiseta,Roupas,33,Tennessee,L,Carvão,Primavera,3.5,Não,Cartão de Débito,Expresso,Não,Não,46,Dinheiro,Bimensalmente
1881,34,Masculino,Blusa,Roupas,33,New Jersey,L,Amarelo,Outono,3.1,Não,PayPal,Envio em 2 dias,Não,Não,8,Cartão de Débito,Por mês
1882,58,Masculino,Blusa,Roupas,41,New Jersey,M,Vermelho,Inverno,4.3,Não,Transferência Bancária,Padrão,Não,Não,13,Dinheiro,Bimensalmente
1883,44,Masculino,Lenço,Acessórios,54,Tennessee,L,Azul,Inverno,5.0,Não,Cartão de Débito,Retirada na loja,Não,Não,25,Transferência Bancária,Trimestral
1884,25,Masculino,Mochila,Acessórios,58,Georgia,M,Ciano,Primavera,4.9,Não,PayPal,Retirada na loja,Não,Não,39,Cartão de Débito,Quinzenal
1885,27,Masculino,Shorts,Roupas,30,Arizona,S,Rosa,Verão,4.3,Não,Transferência Bancária,Entrega aérea no dia seguinte,Não,Não,15,Transferência Bancária,Bimensalmente
1886,26,Masculino,Joia,Acessórios,53,Nevada,S,Marrom,Inverno,4.4,Não,Cartão de Crédito,Padrão,Não,Não,35,Dinheiro,Por mês
1887,18,Masculino,Luvas,Acessórios,91,Arkansas,L,Bege,Primavera,4.4,Não,Dinheiro,Entrega aérea no dia seguinte,Não,Não,46,Dinheiro,Bimensalmente
1888,64,Masculino,Capuz,Roupas,44,North Dakota,XL,Ouro,Outono,3.5,Não,Dinheiro,Expresso,Não,Não,3,PayPal,Por mês
1889,62,Masculino,Capuz,Roupas,89,South Dakota,XL,Turquesa,Inverno,3.4,Não,Transferência Bancária,Frete grátis,Não,Não,48,Cartão de Crédito,Semanalmente
1890,59,Masculino,Saia,Roupas,57,North Carolina,L,Pêssego,Primavera,2.5,Não,Cartão de Débito,Entrega aérea no dia seguinte,Não,Não,27,Transferência Bancária,Semanalmente
1891,36,Masculino,Oculos de sol,Acessórios,57,Hawaii,M,Lavanda,Primavera,3.4,Não,Cartão de Débito,Retirada na loja,Não,Não,5,Cartão de Crédito,Semanalmente
1892,69,Masculino,Joia,Acessórios,74,New Hampshire,M,Cinza,Verão,2.6,Não,Venmo,Entrega aérea no dia seguinte,Não,Não,48,Cartão de Débito,Trimestral
1893,39,Masculino,Jaqueta,Agasalhos,30,California,M,Azul,Outono,4.6,Não,Transferência Bancária,Envio em 2 dias,Não,Não,12,Venmo,Semanalmente
1894,28,Masculino,Vestido,Roupas,20,Delaware,L,Vermelho,Verão,3.7,Não,Venmo,Expresso,Não,Não,10,PayPal,Quinzenal
1895,42,Masculino,Capuz,Roupas,90,Arizona,M,Roxo,Outono,2.5,Não,Cartão de Crédito,Frete grátis,Não,Não,48,Cartão de Débito,Bimensalmente
1896,31,Masculino,Jeans,Roupas,61,Washington,L,Índigo,Outono,4.5,Não,Cartão de Débito,Expresso,Não,Não,3,Cartão de Débito,Por mês
1897,57,Masculino,Sandálias,Calçados,51,Nevada,M,Ouro,Outono,2.9,Não,Dinheiro,Padrão,Não,Não,19,Venmo,Por mês
1898,53,Masculino,Oculos de sol,Acessórios,97,Alaska,L,Azul-petrolio,Inverno,2.9,Não,Venmo,Frete grátis,Não,Não,11,Cartão de Débito,Quinzenal
1899,59,Masculino,Calça,Roupas,97,Texas,L,Magenta,Outono,3.5,Não,PayPal,Entrega aérea no dia seguinte,Não,Não,25,Venmo,Por mês
1900,32,Masculino,Shorts,Roupas,40,New York,L,Marrom,Inverno,4.2,Não,Venmo,Retirada na loja,Não,Não,42,PayPal,Semanalmente
1901,65,Masculino,Joia,Acessórios,85,Iowa,S,Azul,Verão,3.3,Não,Cartão de Débito,Frete grátis,Não,Não,34,Dinheiro,Trimestral
1902,56,Masculino,Meias,Roupas,76,Arizona,S,Bege,Inverno,3.9,Não,Venmo,Retirada na loja,Não,Não,50,Dinheiro,Trimestral
1903,31,Masculino,Sandálias,Calçados,22,New Mexico,S,Oliva,Primavera,5.0,Não,Transferência Bancária,Retirada na loja,Não,Não,21,Venmo,Por mês
1904,59,Masculino,Calça,Roupas,63,North Carolina,M,Ouro,Verão,3.3,Não,Transferência Bancária,Padrão,Não,Não,37,Transferência Bancária,Semanalmente
1905,22,Masculino,Camiseta,Roupas,71,Nevada,S,Prata,Primavera,4.2,Não,PayPal,Frete grátis,Não,Não,46,Dinheiro,Por mês
1906,47,Masculino,Botas,Calçados,35,Idaho,M,Azul-petrolio,Verão,4.9,Não,Cartão de Débito,Envio em 2 dias,Não,Não,14,Transferência Bancária,Quinzenal
1907,23,Masculino,Mochila,Acessórios,30,Vermont,M,Verde,Primavera,4.6,Não,Transferência Bancária,Envio em 2 dias,Não,Não,24,PayPal,Quinzenal
1908,69,Masculino,Saia,Roupas,74,New Mexico,L,Laranja,Outono,4.8,Não,Dinheiro,Retirada na loja,Não,Não,36,Cartão de Crédito,A cada 3 meses
1909,18,Masculino,Lenço,Acessórios,71,Georgia,XL,Carvão,Inverno,2.7,Não,Cartão de Crédito,Entrega aérea no dia seguinte,Não,Não,19,Cartão de Débito,Bimensalmente
1910,50,Masculino,Suéter,Roupas,84,Kentucky,S,Preto,Primavera,4.3,Não,PayPal,Retirada na loja,Não,Não,12,Cartão de Crédito,Por mês
1911,29,Masculino,Sandálias,Calçados,38,New York,S,Amarelo,Outono,3.8,Não,Venmo,Expresso,Não,Não,13,Cartão de Débito,Trimestral
1912,65,Masculino,Joia,Acessórios,81,Arizona,M,Cinza,Primavera,4.9,Não,Cartão de Crédito,Expresso,Não,Não,32,Cartão de Débito,Bimensalmente
1913,29,Masculino,Suéter,Roupas,56,Colorado,S,Carvão,Inverno,3.4,Não,Dinheiro,Envio em 2 dias,Não,Não,5,Cartão de Crédito,Bimensalmente
1914,49,Masculino,Saia,Roupas,48,Kentucky,M,Pêssego,Inverno,3.6,Não,Venmo,Expresso,Não,Não,29,Dinheiro,Anualmente
1915,28,Masculino,Shorts,Roupas,97,Alaska,L,Verde,Outono,3.4,Não,Venmo,Padrão,Não,Não,40,Cartão de Crédito,Quinzenal
1916,51,Masculino,Mochila,Acessórios,74,Alabama,M,Magenta,Outono,4.7,Não,PayPal,Envio em 2 dias,Não,Não,44,Dinheiro,Semanalmente
1917,26,Masculino,Capuz,Roupas,50,Connecticut,S,Bege,Inverno,3.0,Não,PayPal,Entrega aérea no dia seguinte,Não,Não,3,Cartão de Débito,Bimensalmente
1918,38,Masculino,Saia,Roupas,71,Hawaii,L,Preto,Inverno,3.4,Não,Venmo,Frete grátis,Não,Não,35,PayPal,Bimensalmente
1919,35,Masculino,Saia,Roupas,33,Idaho,S,Roxo,Verão,4.6,Não,PayPal,Padrão,Não,Não,33,Cartão de Débito,Por mês
1920,34,Masculino,Mochila,Acessórios,56,Virginia,M,Oliva,Verão,3.1,Não,Cartão de Crédito,Expresso,Não,Não,20,PayPal,Bimensalmente
1921,51,Masculino,Blusa,Roupas,84,Connecticut,M,Roxo,Primavera,2.8,Não,Transferência Bancária,Padrão,Não,Não,40,Dinheiro,A cada 3 meses
1922,47,Masculino,Camisa,Roupas,36,Michigan,M,Verde,Outono,3.5,Não,Dinheiro,Retirada na loja,Não,Não,13,Venmo,Anualmente
1923,18,Masculino,Luvas,Acessórios,63,Kentucky,S,Pêssego,Verão,4.6,Não,PayPal,Padrão,Não,Não,9,PayPal,Por mês
1924,64,Masculino,Sandálias,Calçados,36,Nebraska,XL,Azul,Verão,4.3,Não,PayPal,Padrão,Não,Não,7,Dinheiro,Anualmente
1925,30,Masculino,Jaqueta,Agasalhos,63,Michigan,M,Cinza,Outono,4.8,Não,Venmo,Frete grátis,Não,Não,42,PayPal,Trimestral
1926,59,Masculino,Tênis,Calçados,32,Utah,L,Preto,Inverno,2.9,Não,Venmo,Expresso,Não,Não,44,Cartão de Crédito,Quinzenal
1927,66,Masculino,Mochila,Acessórios,93,New Mexico,M,Prata,Primavera,3.0,Não,Venmo,Expresso,Não,Não,6,PayPal,Anualmente
1928,40,Masculino,Calça,Roupas,29,Florida,M,Rosa,Verão,2.9,Não,Cartão de Débito,Padrão,Não,Não,8,Dinheiro,A cada 3 meses
1929,25,Masculino,Oculos de sol,Acessórios,92,Mississippi,S,Lavanda,Verão,3.7,Não,PayPal,Padrão,Não,Não,10,PayPal,Semanalmente
1930,59,Masculino,Jeans,Roupas,33,Hawaii,L,Marrom,Outono,4.7,Não,Cartão de Débito,Padrão,Não,Não,46,Venmo,Trimestral
1931,66,Masculino,Calça,Roupas,52,North Carolina,L,Turquesa,Primavera,3.5,Não,Transferência Bancária,Retirada na loja,Não,Não,26,Dinheiro,Semanalmente
1932,54,Masculino,Joia,Acessórios,42,Illinois,S,Oliva,Primavera,2.7,Não,PayPal,Retirada na loja,Não,Não,6,Cartão de Débito,A cada 3 meses
1933,42,Masculino,Capuz,Roupas,36,Maryland,M,Branco,Primavera,5.0,Não,Dinheiro,Frete grátis,Não,Não,47,Cartão de Crédito,A cada 3 meses
1934,48,Masculino,Sandálias,Calçados,67,Montana,L,Violeta,Verão,4.1,Não,Dinheiro,Entrega aérea no dia seguinte,Não,Não,28,Venmo,Anualmente
1935,34,Masculino,Jaqueta,Agasalhos,43,Michigan,L,Ouro,Inverno,2.7,Não,Cartão de Débito,Frete grátis,Não,Não,23,Transferência Bancária,Anualmente
1936,19,Masculino,Blusa,Roupas,68,North Carolina,XL,Violeta,Primavera,4.8,Não,Cartão de Débito,Frete grátis,Não,Não,45,Dinheiro,Quinzenal
1937,70,Masculino,Joia,Acessórios,60,Minnesota,S,Azul-petrolio,Verão,4.3,Não,PayPal,Envio em 2 dias,Não,Não,44,PayPal,A cada 3 meses
1938,43,Masculino,Meias,Roupas,53,Delaware,M,Oliva,Verão,4.5,Não,Venmo,Envio em 2 dias,Não,Não,11,Transferência Bancária,Por mês
1939,46,Masculino,Jeans,Roupas,23,Kentucky,L,Azul,Primavera,3.8,Não,Transferência Bancária,Padrão,Não,Não,39,Cartão de Débito,Bimensalmente
1940,66,Masculino,Luvas,Acessórios,57,Ohio,L,Magenta,Inverno,3.7,Não,Transferência Bancária,Retirada na loja,Não,Não,20,PayPal,A cada 3 meses
1941,50,Masculino,Chapéu,Acessórios,89,Alaska,L,Cinza,Outono,3.9,Não,Venmo,Envio em 2 dias,Não,Não,48,PayPal,Quinzenal
1942,55,Masculino,Sapatos,Calçados,99,Vermont,XL,Pêssego,Inverno,3.3,Não,PayPal,Padrão,Não,Não,46,Cartão de Crédito,Trimestral
1943,63,Masculino,Calça,Roupas,28,Alabama,M,Ciano,Outono,3.4,Não,Cartão de Crédito,Expresso,Não,Não,22,PayPal,Por mês
1944,32,Masculino,Meias,Roupas,53,Wisconsin,L,Violeta,Verão,3.8,Não,Cartão de Débito,Entrega aérea no dia seguinte,Não,Não,45,Dinheiro,Anualmente
1945,30,Masculino,Capuz,Roupas,45,Arkansas,M,Ouro,Inverno,2.7,Não,Cartão de Débito,Frete grátis,Não,Não,49,Dinheiro,A cada 3 meses
1946,35,Masculino,Capuz,Roupas,38,Georgia,M,Ouro,Inverno,2.9,Não,Cartão de Débito,Envio em 2 dias,Não,Não,9,Cartão de Crédito,A cada 3 meses
1947,59,Masculino,Calça,Roupas,49,Louisiana,M,Branco,Verão,4.5,Não,Transferência Bancária,Padrão,Não,Não,41,Cartão de Crédito,Trimestral
1948,59,Masculino,Camisa,Roupas,32,New York,M,Cinza,Verão,2.6,Não,Cartão de Débito,Retirada na loja,Não,Não,2,PayPal,Por mês
1949,54,Masculino,Camiseta,Roupas,37,Connecticut,L,Marrom,Inverno,3.1,Não,Cartão de Débito,Entrega aérea no dia seguinte,Não,Não,39,PayPal,Bimensalmente
1950,63,Masculino,Vestido,Roupas,80,Nebraska,L,Cinza,Inverno,4.7,Não,Venmo,Retirada na loja,Não,Não,12,PayPal,Trimestral
1951,43,Masculino,Mochila,Acessórios,78,Arkansas,L,Azul,Verão,4.6,Não,Dinheiro,Frete grátis,Não,Não,26,PayPal,A cada 3 meses
1952,33,Masculino,Luvas,Acessórios,53,Connecticut,L,Ouro,Verão,2.7,Não,Transferência Bancária,Entrega aérea no dia seguinte,Não,Não,32,Transferência Bancária,Bimensalmente
1953,57,Masculino,Sapatos,Calçados,82,Maryland,L,Amarelo,Verão,4.6,Não,PayPal,Envio em 2 dias,Não,Não,50,Dinheiro,Bimensalmente
1954,25,Masculino,Saia,Roupas,33,Colorado,XL,Verde,Primavera,4.8,Não,Dinheiro,Padrão,Não,Não,3,PayPal,Quinzenal
1955,26,Masculino,Luvas,Acessórios,77,Colorado,M,Rosa,Inverno,4.2,Não,Transferência Bancária,Frete grátis,Não,Não,3,Venmo,Trimestral
1956,50,Masculino,Capuz,Roupas,56,Maine,M,Rosa,Inverno,4.9,Não,Cartão de Crédito,Expresso,Não,Não,37,Dinheiro,Por mês
1957,70,Masculino,Meias,Roupas,37,Oklahoma,M,Rosa,Inverno,4.9,Não,Dinheiro,Expresso,Não,Não,20,Cartão de Crédito,Quinzenal
1958,68,Masculino,Luvas,Acessórios,54,South Carolina,M,Ciano,Primavera,4.5,Não,Venmo,Retirada na loja,Não,Não,26,Dinheiro,Bimensalmente
1959,39,Masculino,Shorts,Roupas,67,Nevada,M,Cinza,Inverno,2.7,Não,Dinheiro,Retirada na loja,Não,Não,47,Dinheiro,Trimestral
1960,46,Masculino,Sapatos,Calçados,90,Colorado,M,Branco,Outono,3.1,Não,Cartão de Crédito,Retirada na loja,Não,Não,7,Cartão de Crédito,A cada 3 meses
1961,57,Masculino,Jeans,Roupas,72,Massachusetts,L,Vermelho,Verão,3.3,Não,Transferência Bancária,Envio em 2 dias,Não,Não,40,Cartão de Crédito,Anualmente
1962,47,Masculino,Botas,Calçados,59,Nevada,L,Preto,Verão,2.6,Não,Dinheiro,Frete grátis,Não,Não,45,Cartão de Débito,Trimestral
1963,40,Masculino,Chapéu,Acessórios,45,Iowa,M,Prata,Outono,4.4,Não,Cartão de Débito,Padrão,Não,Não,20,PayPal,Quinzenal
1964,52,Masculino,Shorts,Roupas,30,Michigan,L,Rosa,Primavera,3.9,Não,Transferência Bancária,Padrão,Não,Não,11,Cartão de Crédito,Semanalmente
1965,40,Masculino,Calça,Roupas,51,West Virginia,S,Ciano,Verão,4.6,Não,PayPal,Expresso,Não,Não,50,Cartão de Débito,Por mês
1966,67,Masculino,Suéter,Roupas,90,Indiana,M,Branco,Outono,4.9,Não,Venmo,Expresso,Não,Não,25,Cartão de Débito,Trimestral
1967,67,Masculino,Jaqueta,Agasalhos,95,Indiana,XL,Roxo,Inverno,3.7,Não,Venmo,Expresso,Não,Não,5,Cartão de Crédito,Quinzenal
1968,37,Masculino,Vestido,Roupas,81,Georgia,L,Amarelo,Outono,3.7,Não,Venmo,Padrão,Não,Não,4,Venmo,Anualmente
1969,67,Masculino,Camisa,Roupas,70,Minnesota,S,Azul,Primavera,4.2,Não,Cartão de Crédito,Padrão,Não,Não,25,Cartão de Crédito,Semanalmente
1970,64,Masculino,Vestido,Roupas,32,Louisiana,S,Ciano,Inverno,3.5,Não,PayPal,Entrega aérea no dia seguinte,Não,Não,11,Transferência Bancária,Quinzenal
1971,28,Masculino,Cinto,Acessórios,94,Maryland,M,Índigo,Primavera,2.9,Não,Cartão de Débito,Entrega aérea no dia seguinte,Não,Não,4,Cartão de Crédito,Bimensalmente
1972,54,Masculino,Chapéu,Acessórios,29,Pennsylvania,XL,Índigo,Primavera,3.4,Não,PayPal,Entrega aérea no dia seguinte,Não,Não,1,Venmo,Por mês
1973,54,Masculino,Mochila,Acessórios,31,Louisiana,M,Prata,Verão,3.3,Não,Cartão de Débito,Expresso,Não,Não,48,PayPal,A cada 3 meses
1974,24,Masculino,Saia,Roupas,20,Maryland,XL,Vermelho,Outono,4.5,Não,Cartão de Débito,Padrão,Não,Não,9,Venmo,A cada 3 meses
1975,27,Masculino,Luvas,Acessórios,44,Tennessee,M,Pêssego,Inverno,4.6,Não,Cartão de Crédito,Envio em 2 dias,Não,Não,2,PayPal,Quinzenal
1976,53,Masculino,Jaqueta,Agasalhos,77,Illinois,L,Turquesa,Outono,2.9,Não,Cartão de Crédito,Expresso,Não,Não,4,Dinheiro,Trimestral
1977,32,Masculino,Bolsa,Acessórios,51,Wyoming,M,Rosa,Primavera,3.2,Não,Cartão de Débito,Entrega aérea no dia seguinte,Não,Não,43,PayPal,Quinzenal
